bird_name,url,num,date_time,author
East Amazonian Fire-eye,https://ebird.org/species/eaafie1,# 数量:  1,1984-07-25 06:00,观察者:  David Pearson
Rufous-sided Scrub-Tyrant,https://ebird.org/species/rsptyr1,# 数量:  1,1984-07-23 08:30,观察者:  Van Remsen
Purple-bibbed Whitetip,https://ebird.org/species/pubwhi1,# 数量:  1,1984-07-22 07:30,观察者:  Tom Schulenberg
Spillmann's Tapaculo,https://ebird.org/species/spitap2,# 数量:  10,1984-07-22 07:30,观察者:  Tom Schulenberg
White-lored Spinetail,https://ebird.org/species/whlspi1,# 数量:  1,1984-07-15 14:15,观察者:  Van Remsen
Bar-winged Weaver,https://ebird.org/species/bawwea1,# 数量:  2,1984-07-14 00:00,观察者:  Chris Eastwood
Cinnamon Screech-Owl,https://ebird.org/species/cinsco1,# 数量:  2,1984-07-10 20:30,观察者:  Mark Robbins
Black-legged Dacnis,https://ebird.org/species/blldac1,# 数量:  1,1984-07-10 00:00,观察者:  Martha Argel
Sulawesi Hawk-Eagle,https://ebird.org/species/sulhae1,# 数量:  X,1984-07-09 00:00,观察者:  Hank Kaestner
Pygmy Hanging-Parrot,https://ebird.org/species/pyghap1,# 数量:  X,1984-07-09 00:00,观察者:  Hank Kaestner
Black-chested Fruiteater,https://ebird.org/species/blcfru1,# 数量:  2,1984-07-08 00:00,观察者:  Mark Robbins
Sumatran Green-Pigeon,https://ebird.org/species/gnspig1,# 数量:  X,1984-07-05 00:00,观察者:  Hank Kaestner
Subtropical Pygmy-Owl,https://ebird.org/species/supowl1,# 数量:  1,1984-07-05 00:00,观察者:  Mark Robbins
White-bellied Antpitta,https://ebird.org/species/whbant3,# 数量:  2,1984-07-05 00:00,观察者:  Mark Robbins
Sumatran Bulbul,https://ebird.org/species/sunbul1,# 数量:  X,1984-07-05 00:00,观察者:  Hank Kaestner
Red-billed Ground-Cuckoo,https://ebird.org/species/rbgcuc1,# 数量:  X,1984-07-04 00:00,观察者:  Gary Rosenberg
Spectacled Prickletail,https://ebird.org/species/spepri1,# 数量:  1,1984-07-04 00:00,观察者:  Mark Robbins
Bocage's Weaver,https://ebird.org/species/bocwea1,# 数量:  2,1984-07-03 07:00,观察者:  Chris Eastwood
Napo Sabrewing,https://ebird.org/species/napsab1,# 数量:  1,1984-07-02 00:00,观察者:  Mark Robbins
Equatorial Graytail,https://ebird.org/species/equgra1,# 数量:  1,1984-07-02 00:00,观察者:  Mark Robbins
Bamboo Warbler,https://ebird.org/species/baswar1,# 数量:  1,1984-07-01 06:00,观察者:  Chris Eastwood
Bannerman's Sunbird,https://ebird.org/species/bansun3,# 数量:  X,1984-07-01 06:00,观察者:  Chris Eastwood
Sharp-tailed Starling,https://ebird.org/species/stgsta1,# 数量:  X,1984-06-30 09:00,观察者:  Chris Eastwood
Dugand's Antwren,https://ebird.org/species/dugant1,# 数量:  X,1984-06-27 00:00,观察者:  Grace Hayes
Blue-rumped Manakin,https://ebird.org/species/blrman1,# 数量:  2,1984-06-25 00:00,观察者:  Mark Robbins
Bolivian Earthcreeper,https://ebird.org/species/bolear1,# 数量:  3,1984-06-24 06:45,观察者:  Van Remsen
North Melanesian Cuckooshrike,https://ebird.org/species/melcus3,# 数量:  X,1984-06-23 05:30,观察者:  David Bishop
Scarlet-breasted Fruiteater,https://ebird.org/species/scbfru1,# 数量:  4,1984-06-23 00:00,观察者:  Mark Robbins
Yellow-throated Spadebill,https://ebird.org/species/yetspa1,# 数量:  2,1984-06-23 00:00,观察者:  Mark Robbins
Esmeraldas Antbird,https://ebird.org/species/esmant1,# 数量:  X,1984-06-17 00:00,观察者:  Grace Hayes
Saw-billed Hermit,https://ebird.org/species/sabher1,# 数量:  1,1984-06-16 06:48,观察者:  Martha Argel
Ecuadorian Piedtail,https://ebird.org/species/ecupie1,# 数量:  1,1984-06-16 00:00,观察者:  Mark Robbins
Southern Marquesan Reed Warbler,https://ebird.org/species/marwar2,# 数量:  2,1984-06-15 06:25,观察者:  Kimball Garrett
White-necked Parakeet,https://ebird.org/species/whnpar1,# 数量:  2,1984-06-14 00:00,观察者:  Mark Robbins
Sakhalin Grasshopper Warbler,https://ebird.org/species/sakwar1,# 数量:  7,1984-06-13 00:00,观察者:  Peter Kennerley
Tristram's Storm-Petrel,https://ebird.org/species/trspet,# 数量:  30,1984-06-11 00:00,观察者:  Peter Kennerley
Izu Robin,https://ebird.org/species/japrob3,# 数量:  1,1984-06-10 00:00,观察者:  Peter Kennerley
Pale Mountain-Pigeon,https://ebird.org/species/pampig1,# 数量:  X,1984-06-09 00:00,观察者:  Nige Hartley
Meek's Lorikeet,https://ebird.org/species/meelor1,# 数量:  X,1984-06-09 00:00,观察者:  Nige Hartley
Scarlet-naped Myzomela,https://ebird.org/species/scnmyz1,# 数量:  X,1984-06-09 00:00,观察者:  Nige Hartley
Solomons Cuckooshrike,https://ebird.org/species/soicus1,# 数量:  X,1984-06-09 00:00,观察者:  Nige Hartley
Solomons Rufous Fantail,https://ebird.org/species/sorfan1,# 数量:  X,1984-06-09 00:00,观察者:  Nige Hartley
Bougainville Fantail,https://ebird.org/species/brnfan1,# 数量:  X,1984-06-09 00:00,观察者:  Nige Hartley
Buff-bellied Hermit,https://ebird.org/species/bubher1,# 数量:  1,1984-06-08 16:00,观察者:  Van Remsen
Hudson's Black-Tyrant,https://ebird.org/species/hubtyr1,# 数量:  15,1984-06-07 15:30,观察者:  Van Remsen
Long-billed Cuckoo,https://ebird.org/species/lobcuc1,# 数量:  X,1984-06-02 00:00,观察者:  Nige Hartley
Gorgeted Sunangel,https://ebird.org/species/gorsun1,# 数量:  X,1984-06-01 00:00,观察者:  Scott Stoleson
Uniform Treehunter,https://ebird.org/species/unitre1,# 数量:  X,1984-05-31 00:00,观察者:  Scott Stoleson
Black Honey-buzzard,https://ebird.org/species/blhbuz1,# 数量:  X,1984-05-27 00:00,观察者:  Peter Kaestner
Slaty-mantled Goshawk,https://ebird.org/species/slmgos1,# 数量:  X,1984-05-27 00:00,观察者:  Peter Kaestner
New Britain Boobook,https://ebird.org/species/nebhao1,# 数量:  X,1984-05-27 00:00,观察者:  Peter Kaestner
Black-bellied Myzomela,https://ebird.org/species/blbmyz1,# 数量:  X,1984-05-27 00:00,观察者:  Peter Kaestner
Bismarck Munia,https://ebird.org/species/bismun1,# 数量:  X,1984-05-27 00:00,观察者:  Peter Kaestner
Spot-fronted Swift,https://ebird.org/species/spfswi1,# 数量:  1,1984-05-19 00:00,观察者:  Robert Curry
Obscure Berrypecker,https://ebird.org/species/obsber1,# 数量:  X,1984-05-17 00:00,观察者:  Bill Reynolds
Yellow-green Tanager,https://ebird.org/species/ygbtan1,# 数量:  X,1984-05-17 00:00,观察者:  Scott Stoleson
Gray-chested Jungle Flycatcher,https://ebird.org/species/gycjuf1,# 数量:  1,1984-05-14 00:00,观察者:  nick Smith
Brown Inca,https://ebird.org/species/broinc2,# 数量:  1,1984-05-13 00:00,观察者:  Robert Curry
Orange-crested Flycatcher,https://ebird.org/species/orcfly1,# 数量:  X,1984-05-13 00:00,观察者:  Scott Stoleson
Golden Masked-Owl,https://ebird.org/species/nebmao1,# 数量:  1,1984-05-12 10:10,观察者:  David Bishop
Ashy-headed Tyrannulet,https://ebird.org/species/ashtyr1,# 数量:  X,1984-05-11 16:30,观察者:  Scott Stoleson
Beautiful Jay,https://ebird.org/species/beajay1,# 数量:  X,1984-05-11 16:30,观察者:  Scott Stoleson
Malaysian Honeyguide,https://ebird.org/species/malhon1,# 数量:  1,1984-05-11 00:00,观察者:  nick Smith
Gray-breasted Babbler,https://ebird.org/species/gybbab1,# 数量:  1,1984-05-06 00:00,观察者:  nick Smith
Yellow-rumped Flowerpecker,https://ebird.org/species/yerflo1,# 数量:  1,1984-05-04 00:00,观察者:  nick Smith
Crescent-chested Puffbird,https://ebird.org/species/crcpuf1,# 数量:  X,1984-05-01 00:00,观察者:  Bruce Glick
Rudd's Apalis,https://ebird.org/species/rudapa1,# 数量:  2,1984-05-01 00:00,观察者:  Chris Eastwood
Curl-crested Manucode,https://ebird.org/species/cucman1,# 数量:  X,1984-04-21 00:00,观察者:  Nige Hartley
Ashy Myzomela,https://ebird.org/species/ashmyz1,# 数量:  X,1984-04-20 07:00,观察者:  Kath Shurcliff
Slaty Tanager,https://ebird.org/species/slatan2,# 数量:  1,1984-04-18 08:00,观察者:  David Wiedenfeld
Red-breasted Paradise-Kingfisher,https://ebird.org/species/rbpkin1,# 数量:  X,1984-04-18 06:30,观察者:  Andrew Engilis
Melanesian Megapode,https://ebird.org/species/melscr1,# 数量:  X,1984-04-16 07:00,观察者:  Kath Shurcliff
Yellow-legged Pigeon,https://ebird.org/species/yelpig1,# 数量:  1,1984-04-16 07:00,观察者:  Kath Shurcliff
Pied Cuckoo-Dove,https://ebird.org/species/picdov1,# 数量:  X,1984-04-16 07:00,观察者:  Kath Shurcliff
Bismarck Boobook,https://ebird.org/species/bishao1,# 数量:  1,1984-04-16 07:00,观察者:  Kath Shurcliff
Bismarck Kingfisher,https://ebird.org/species/biskin1,# 数量:  2,1984-04-16 07:00,观察者:  Kath Shurcliff
White-naped Lory,https://ebird.org/species/whnlor2,# 数量:  3,1984-04-16 07:00,观察者:  Kath Shurcliff
Green-fronted Hanging-Parrot,https://ebird.org/species/gfhpar1,# 数量:  X,1984-04-16 07:00,观察者:  Kath Shurcliff
New Ireland Myzomela,https://ebird.org/species/neimyz1,# 数量:  2,1984-04-16 07:00,观察者:  Kath Shurcliff
New Ireland Friarbird,https://ebird.org/species/neifri1,# 数量:  1,1984-04-16 07:00,观察者:  Kath Shurcliff
Ribbon-tailed Drongo,https://ebird.org/species/ritdro1,# 数量:  X,1984-04-16 07:00,观察者:  Kath Shurcliff
Black-tailed Monarch,https://ebird.org/species/bltmon1,# 数量:  2,1984-04-16 07:00,观察者:  Kath Shurcliff
New Ireland Munia,https://ebird.org/species/neimun1,# 数量:  X,1984-04-16 07:00,观察者:  Kath Shurcliff
Horned Guan,https://ebird.org/species/horgua1,# 数量:  3,1984-04-16 06:30,观察者:  Ken Rosenberg
Black-capped Robin,https://ebird.org/species/ashrob2,# 数量:  X,1984-04-14 00:00,观察者:  Andrew Engilis
Black-collared Bulbul,https://ebird.org/species/blcbul1,# 数量:  X,1984-04-14 00:00,观察者:  Colin T. Richardson
Little Slaty Flycatcher,https://ebird.org/species/lisfly1,# 数量:  X,1984-04-07 06:00,观察者:  Peter Kaestner
Rufous-tailed Antbird,https://ebird.org/species/rutant1,# 数量:  X,1984-04-01 00:00,观察者:  David Boyd
Tawny-tufted Toucanet,https://ebird.org/species/tattou1,# 数量:  2,1984-03-11 06:15,观察者:  David Willard
Streaky-breasted Flufftail,https://ebird.org/species/stbflu1,# 数量:  1,1984-03-10 00:00,观察者:  Chris Eastwood
Hawaiian Petrel,https://ebird.org/species/hawpet1,# 数量:  X,1984-03-10 00:00,观察者:  Glenn Dunmire
Yellow-crowned Manakin,https://ebird.org/species/yecman2,# 数量:  1,1984-03-06 06:00,观察者:  David Willard
Black-faced Hawk,https://ebird.org/species/blfhaw1,# 数量:  1,1984-03-05 12:00,观察者:  David Willard
Pearly-bellied Seedeater,https://ebird.org/species/pebsee1,# 数量:  1,1984-02-11 09:35,观察者:  Martha Argel
Ussher's Flycatcher,https://ebird.org/species/ussfly1,# 数量:  2,1984-02-07 00:00,观察者:  Brad Argue
White-browed Forest-Flycatcher,https://ebird.org/species/wbffly1,# 数量:  1,1984-01-30 00:00,观察者:  Brad Argue
Barred Long-tailed Cuckoo,https://ebird.org/species/bltcuc1,# 数量:  1,1984-01-28 00:00,观察者:  John Fanshawe
Modest Tiger-Parrot,https://ebird.org/species/motpar1,# 数量:  X,1984-01-15 07:00,观察者:  James Hammersley
Moseley's Rockhopper Penguin,https://ebird.org/species/rocpen4,# 数量:  1,1984-01-14 00:00,观察者:  OSNZ Data
Namaqua Warbler,https://ebird.org/species/nampri1,# 数量:  X,1984-01-09 00:00,观察者:  Werner Suter
Black-bellied Hummingbird,https://ebird.org/species/blbhum1,# 数量:  X,1984-01-02 09:00,观察者:  Howard Youth
Coral-billed Ground-Cuckoo,https://ebird.org/species/cbgcuc1,# 数量:  1,1984-01-01 00:00,观察者:  Bird Conservation Society of Thailand
Tepui Toucanet,https://ebird.org/species/chttou2,# 数量:  2,1983-12-29 12:30,观察者:  Lucio 'Luc' Fazio
Tepui Antpitta,https://ebird.org/species/tepant1,# 数量:  1,1983-12-29 12:30,观察者:  Lucio 'Luc' Fazio
Rose-collared Piha,https://ebird.org/species/rocpih1,# 数量:  1,1983-12-29 12:30,观察者:  Lucio 'Luc' Fazio
Tepui Elaenia,https://ebird.org/species/sieela2,# 数量:  2,1983-12-29 12:30,观察者:  Lucio 'Luc' Fazio
Tepui Vireo,https://ebird.org/species/tepgre1,# 数量:  1,1983-12-29 12:30,观察者:  Lucio 'Luc' Fazio
Flutist Wren,https://ebird.org/species/fluwre1,# 数量:  1,1983-12-29 12:30,观察者:  Lucio 'Luc' Fazio
Rufous-brown Solitaire,https://ebird.org/species/rubsol1,# 数量:  3,1983-12-29 12:30,观察者:  Lucio 'Luc' Fazio
Russet-crowned Crake,https://ebird.org/species/ruccra1,# 数量:  1,1983-12-29 06:00,观察者:  Lucio 'Luc' Fazio
Blue-headed Pitta,https://ebird.org/species/blhpit1,# 数量:  1,1983-12-29 06:00,观察者:  Eric Barnes
Roraiman Antwren,https://ebird.org/species/rorant1,# 数量:  1,1983-12-29 06:00,观察者:  Lucio 'Luc' Fazio
Red-banded Fruiteater,https://ebird.org/species/rebfru1,# 数量:  1,1983-12-29 06:00,观察者:  Lucio 'Luc' Fazio
Pantepui Thrush,https://ebird.org/species/bkbthr4,# 数量:  2,1983-12-29 06:00,观察者:  Lucio 'Luc' Fazio
Peacock Coquette,https://ebird.org/species/peacoq1,# 数量:  1,1983-12-28 07:00,观察者:  Lucio 'Luc' Fazio
Velvet-browed Brilliant,https://ebird.org/species/vebbri1,# 数量:  1,1983-12-28 07:00,观察者:  Lucio 'Luc' Fazio
Rufous-breasted Sabrewing,https://ebird.org/species/rubsab1,# 数量:  1,1983-12-28 07:00,观察者:  Lucio 'Luc' Fazio
Roraiman Antbird,https://ebird.org/species/rorant2,# 数量:  1,1983-12-28 07:00,观察者:  Lucio 'Luc' Fazio
Tepui Spinetail,https://ebird.org/species/tepspi1,# 数量:  1,1983-12-28 07:00,观察者:  Lucio 'Luc' Fazio
Olive Manakin,https://ebird.org/species/oliman2,# 数量:  1,1983-12-28 07:00,观察者:  Lucio 'Luc' Fazio
Orange-bellied Manakin,https://ebird.org/species/orbman1,# 数量:  3,1983-12-28 07:00,观察者:  Lucio 'Luc' Fazio
Scarlet-horned Manakin,https://ebird.org/species/schman1,# 数量:  4,1983-12-28 07:00,观察者:  Lucio 'Luc' Fazio
Sierra de Lema Flycatcher,https://ebird.org/species/mccfly3,# 数量:  1,1983-12-28 07:00,观察者:  Lucio 'Luc' Fazio
Tepui Brushfinch,https://ebird.org/species/tebfin1,# 数量:  1,1983-12-28 07:00,观察者:  Lucio 'Luc' Fazio
Olive-backed Tanager,https://ebird.org/species/olbtan1,# 数量:  1,1983-12-28 07:00,观察者:  Lucio 'Luc' Fazio
Greater Flowerpiercer,https://ebird.org/species/greflo1,# 数量:  1,1983-12-28 07:00,观察者:  Lucio 'Luc' Fazio
Bare-headed Laughingthrush,https://ebird.org/species/bahlau1,# 数量:  2,1983-12-28 06:00,观察者:  Eric Barnes
Tepui Goldenthroat,https://ebird.org/species/tepgol1,# 数量:  1,1983-12-27 14:00,观察者:  Lucio 'Luc' Fazio
Great Elaenia,https://ebird.org/species/greela1,# 数量:  1,1983-12-27 14:00,观察者:  Lucio 'Luc' Fazio
Bornean Whistler,https://ebird.org/species/borwhi1,# 数量:  1,1983-12-25 05:45,观察者:  Eric Barnes
Bornean Whistling-Thrush,https://ebird.org/species/borwht1,# 数量:  2,1983-12-24 05:45,观察者:  Eric Barnes
Black-sided Flowerpecker,https://ebird.org/species/blsflo1,# 数量:  1,1983-12-24 05:45,观察者:  Eric Barnes
White-throated Barbtail,https://ebird.org/species/whtbar1,# 数量:  1,1983-12-23 14:00,观察者:  Lucio 'Luc' Fazio
Black-capped White-eye,https://ebird.org/species/bkcwhe1,# 数量:  3,1983-12-23 14:00,观察者:  Eric Barnes
Neergaard's Sunbird,https://ebird.org/species/neesun2,# 数量:  X,1983-12-16 00:00,观察者:  Colin Summersgill
Palau Ground Dove,https://ebird.org/species/pagdov1,# 数量:  1,1983-12-14 00:00,观察者:  Peder Svingen
Spangled Kookaburra,https://ebird.org/species/spakoo1,# 数量:  X,1983-12-09 06:00,观察者:  David Bishop
Golden-tufted Grackle,https://ebird.org/species/gotgra1,# 数量:  X,1983-12-08 07:00,观察者:  Lee Elliott
Tepui Redstart,https://ebird.org/species/tepred1,# 数量:  X,1983-12-08 07:00,观察者:  Lee Elliott
Martens's Warbler,https://ebird.org/species/marwar4,# 数量:  3,1983-12-03 15:00,观察者:  Stephen Gast
Painted Quail-thrush,https://ebird.org/species/paqthr1,# 数量:  X,1983-12-03 00:00,观察者:  Nige Hartley
White-throated Sierra Finch,https://ebird.org/species/wtsfin1,# 数量:  X,1983-12-03 00:00,观察者:  Bruce Glick
Chatham Robin,https://ebird.org/species/charob1,# 数量:  1,1983-12-01 15:10,观察者:  Jill West
Mountain Peacock-Pheasant,https://ebird.org/species/mopphe1,# 数量:  1,1983-11-27 00:00,观察者:  George Watola
Palau Scops-Owl,https://ebird.org/species/palowl2,# 数量:  1,1983-11-27 00:00,观察者:  Peder Svingen
Palau Bush Warbler,https://ebird.org/species/pabwar1,# 数量:  X,1983-11-20 00:00,观察者:  Peder Svingen
Rufous-winged Sunbird,https://ebird.org/species/ruwsun2,# 数量:  X,1983-11-16 00:00,观察者:  Terry Simms
Blacksmith Thrush,https://ebird.org/species/slathr3,# 数量:  X,1983-11-12 00:00,观察者:  Luiz Fernando de Andrade Figueiredo Luiz Fernando
Palau Kingfisher,https://ebird.org/species/mickin4,# 数量:  1,1983-11-06 00:00,观察者:  Peder Svingen
Kosrae White-eye,https://ebird.org/species/koswhe1,# 数量:  1,1983-11-04 00:00,观察者:  Peder Svingen
Carola's Parotia,https://ebird.org/species/carpar1,# 数量:  1,1983-10-26 10:30,观察者:  Don Roberson
Blue Bird-of-Paradise,https://ebird.org/species/bbopar1,# 数量:  3,1983-10-24 07:30,观察者:  Don Roberson
Archbold's Bowerbird,https://ebird.org/species/arcbow1,# 数量:  1,1983-10-23 08:00,观察者:  Don Roberson
King-of-Saxony Bird-of-Paradise,https://ebird.org/species/kospar1,# 数量:  10,1983-10-23 08:00,观察者:  Don Roberson
Mountain Firetail,https://ebird.org/species/moufir1,# 数量:  6,1983-10-23 08:00,观察者:  Don Roberson
Forest Honeyeater,https://ebird.org/species/forhon1,# 数量:  2,1983-10-21 06:30,观察者:  Don Roberson
Ash-breasted Tit-Tyrant,https://ebird.org/species/abttyr1,# 数量:  1,1983-10-16 05:00,观察者:  David Willard
Azure Jay,https://ebird.org/species/azujay1,# 数量:  X,1983-10-09 00:00,观察者:  Martha Argel
Crimson Seedcracker,https://ebird.org/species/crisee1,# 数量:  1,1983-10-02 00:00,观察者:  Brad Argue
Jobi Manucode,https://ebird.org/species/jobman1,# 数量:  X,1983-09-26 06:00,观察者:  James Hammersley
Gray-crowned Munia,https://ebird.org/species/gycmun1,# 数量:  5,1983-09-21 06:15,观察者:  David Bishop
Fly River Grassbird,https://ebird.org/species/flrgra1,# 数量:  1,1983-09-20 09:45,观察者:  David Bishop
Collared Imperial-Pigeon,https://ebird.org/species/coipig1,# 数量:  X,1983-09-19 06:45,观察者:  David Bishop
Duchess Lorikeet,https://ebird.org/species/duclor1,# 数量:  X,1983-09-17 08:00,观察者:  James Hammersley
Bougainville Monarch,https://ebird.org/species/boumon1,# 数量:  X,1983-09-17 08:00,观察者:  James Hammersley
Black-and-white Monarch,https://ebird.org/species/bawmon1,# 数量:  X,1983-09-17 08:00,观察者:  James Hammersley
Bougainville Crow,https://ebird.org/species/boucro1,# 数量:  X,1983-09-17 08:00,观察者:  James Hammersley
Bougainville White-eye,https://ebird.org/species/gytwhe2,# 数量:  X,1983-09-17 08:00,观察者:  James Hammersley
Yellow-throated White-eye,https://ebird.org/species/ytweye1,# 数量:  X,1983-09-17 08:00,观察者:  James Hammersley
Least Honeyguide,https://ebird.org/species/leahon2,# 数量:  X,1983-09-13 00:00,观察者:  John Fanshawe
Yungas Guan,https://ebird.org/species/dulgua3,# 数量:  X,1983-09-09 08:00,观察者:  Rosendo Fraga
Tucuman Parrot,https://ebird.org/species/tucpar1,# 数量:  X,1983-09-09 08:00,观察者:  Rosendo Fraga
Spice Imperial-Pigeon,https://ebird.org/species/spipig1,# 数量:  X,1983-09-01 06:00,观察者:  David Bishop
Doria's Goshawk,https://ebird.org/species/dorgos1,# 数量:  1,1983-09-01 06:00,观察者:  David Bishop
Red Bird-of-Paradise,https://ebird.org/species/rbopar2,# 数量:  X,1983-09-01 06:00,观察者:  David Bishop
Ambon White-eye,https://ebird.org/species/ambwhe1,# 数量:  X,1983-08-30 00:00,观察者:  Peter Kaestner
Moluccan Megapode,https://ebird.org/species/molscr1,# 数量:  1,1983-08-29 09:00,观察者:  Peter Kaestner
Elegant Imperial-Pigeon,https://ebird.org/species/elipig1,# 数量:  X,1983-08-29 09:00,观察者:  Peter Kaestner
Moluccan Dwarf-Kingfisher,https://ebird.org/species/varkin1,# 数量:  X,1983-08-29 09:00,观察者:  Peter Kaestner
Lazuli Kingfisher,https://ebird.org/species/lazkin1,# 数量:  X,1983-08-29 09:00,观察者:  Peter Kaestner
Seram Myzomela,https://ebird.org/species/sermyz1,# 数量:  X,1983-08-29 09:00,观察者:  Peter Kaestner
Seram Friarbird,https://ebird.org/species/serfri1,# 数量:  X,1983-08-29 09:00,观察者:  Peter Kaestner
Pale Cicadabird,https://ebird.org/species/pagcus1,# 数量:  X,1983-08-29 09:00,观察者:  Peter Kaestner
Seram Oriole,https://ebird.org/species/serori1,# 数量:  X,1983-08-29 09:00,观察者:  Peter Kaestner
Long-crested Myna,https://ebird.org/species/locmyn1,# 数量:  X,1983-08-29 09:00,观察者:  Peter Kaestner
Ashy Flowerpecker,https://ebird.org/species/ashflo1,# 数量:  X,1983-08-29 09:00,观察者:  Peter Kaestner
Cholo Alethe,https://ebird.org/species/choale1,# 数量:  X,1983-08-29 00:00,观察者:  J. Micheal Patterson
Clarke's Weaver,https://ebird.org/species/clawea1,# 数量:  X,1983-08-25 00:00,观察者:  John Fanshawe
Dusky Megapode,https://ebird.org/species/dusscr1,# 数量:  X,1983-08-23 10:20,观察者:  Peter Kaestner
Blue-capped Fruit-Dove,https://ebird.org/species/bcfdov2,# 数量:  X,1983-08-23 10:20,观察者:  Peter Kaestner
Gray-headed Fruit-Dove,https://ebird.org/species/gyhfrd1,# 数量:  X,1983-08-23 10:20,观察者:  Peter Kaestner
Spectacled Imperial-Pigeon,https://ebird.org/species/wheimp2,# 数量:  X,1983-08-23 10:20,观察者:  Peter Kaestner
Cinnamon-bellied Imperial-Pigeon,https://ebird.org/species/cbipig2,# 数量:  X,1983-08-23 10:20,观察者:  Peter Kaestner
Goliath Coucal,https://ebird.org/species/golcou1,# 数量:  X,1983-08-23 10:20,观察者:  Peter Kaestner
Moluccan Goshawk,https://ebird.org/species/molgos1,# 数量:  X,1983-08-23 10:20,观察者:  Peter Kaestner
Blue-and-white Kingfisher,https://ebird.org/species/bawkin1,# 数量:  X,1983-08-23 10:20,观察者:  Peter Kaestner
Sombre Kingfisher,https://ebird.org/species/somkin1,# 数量:  1,1983-08-23 10:20,观察者:  Peter Kaestner
Azure Roller,https://ebird.org/species/purrol1,# 数量:  X,1983-08-23 10:20,观察者:  Peter Kaestner
Moluccan Eclectus,https://ebird.org/species/eclpar1,# 数量:  X,1983-08-23 10:20,观察者:  Peter Kaestner
Moluccan Hanging-Parrot,https://ebird.org/species/mohpar1,# 数量:  X,1983-08-23 10:20,观察者:  Peter Kaestner
White-streaked Friarbird,https://ebird.org/species/whsfri1,# 数量:  X,1983-08-23 10:20,观察者:  Peter Kaestner
Moluccan Cuckooshrike,https://ebird.org/species/molcus1,# 数量:  X,1983-08-23 10:20,观察者:  Peter Kaestner
Rufous-bellied Triller,https://ebird.org/species/rubtri1,# 数量:  X,1983-08-23 10:20,观察者:  Peter Kaestner
Black-chinned Whistler,https://ebird.org/species/bkcwhi1,# 数量:  X,1983-08-23 10:20,观察者:  Peter Kaestner
Halmahera Oriole,https://ebird.org/species/halori1,# 数量:  X,1983-08-23 10:20,观察者:  Peter Kaestner
Halmahera Paradise-crow,https://ebird.org/species/paradi2,# 数量:  X,1983-08-23 10:20,观察者:  Peter Kaestner
Standardwing Bird-of-Paradise,https://ebird.org/species/walsta2,# 数量:  X,1983-08-23 10:20,观察者:  Peter Kaestner
Moluccan Flycatcher,https://ebird.org/species/molfly1,# 数量:  X,1983-08-23 10:20,观察者:  Peter Kaestner
Long-billed Crow,https://ebird.org/species/lobcro1,# 数量:  X,1983-08-23 10:20,观察者:  Peter Kaestner
Halmahera Golden-Bulbul,https://ebird.org/species/halgob1,# 数量:  X,1983-08-23 10:20,观察者:  Peter Kaestner
Cream-throated White-eye,https://ebird.org/species/crtwhe1,# 数量:  X,1983-08-23 10:20,观察者:  Peter Kaestner
Moluccan Starling,https://ebird.org/species/molsta1,# 数量:  X,1983-08-23 10:20,观察者:  Peter Kaestner
Halmahera Flowerpecker,https://ebird.org/species/flbflo3,# 数量:  X,1983-08-23 10:20,观察者:  Peter Kaestner
Wallace's Hawk-Eagle,https://ebird.org/species/walhae1,# 数量:  1,1983-08-18 08:00,观察者:  Niels Poul Dreyer
White-crowned Hornbill,https://ebird.org/species/whchor2,# 数量:  1,1983-08-18 08:00,观察者:  Niels Poul Dreyer
Malaysian Rail-babbler,https://ebird.org/species/marbab1,# 数量:  1,1983-08-18 08:00,观察者:  Niels Poul Dreyer
Yellow-throated Mountain Greenbul,https://ebird.org/species/easmog3,# 数量:  X,1983-08-15 00:00,观察者:  Richard Pollard
Nicaraguan Seed-Finch,https://ebird.org/species/nisfin1,# 数量:  2,1983-08-14 00:00,观察者:  Bob Curry
White-collared Oliveback,https://ebird.org/species/whcoli1,# 数量:  X,1983-08-12 00:00,观察者:  Colin T. Richardson
Black-and-white Tanager,https://ebird.org/species/bawtan1,# 数量:  2,1983-08-11 05:30,观察者:  Scott Robinson
Short-toed Coucal,https://ebird.org/species/shtcou1,# 数量:  1,1983-08-08 06:00,观察者:  David Bishop
Fulvous-chinned Nunlet,https://ebird.org/species/fucnun1,# 数量:  1,1983-08-08 05:00,观察者:  Mark Robbins
Citron-bellied Attila,https://ebird.org/species/cibatt1,# 数量:  X,1983-08-06 00:00,观察者:  Mark Robbins
Storm's Stork,https://ebird.org/species/stosto1,# 数量:  2,1983-08-01 00:00,观察者:  Andrew Mack
Eastern Striolated-Puffbird,https://ebird.org/species/strpuf1,# 数量:  X,1983-07-31 07:53,观察者:  Martha Argel
Sunda Owlet,https://ebird.org/species/colowl3,# 数量:  1,1983-07-27 06:30,观察者:  David Bishop
Pink-throated Twinspot,https://ebird.org/species/pittwi1,# 数量:  X,1983-07-26 00:00,观察者:  Colin Summersgill
Forbes's Forest Rail,https://ebird.org/species/forrai1,# 数量:  X,1983-07-23 07:00,观察者:  Nige Hartley
Western Grasswren,https://ebird.org/species/thbgra1,# 数量:  2,1983-07-21 00:00,观察者:  Tony Palliser
White-fronted Falconet,https://ebird.org/species/whffal1,# 数量:  X,1983-07-14 00:00,观察者:  Andrew Mack
